timestamp,frame_number,visible_keypoints,average_confidence,posture_score
2025-08-25T14:55:06.341675,166,7,0.5607595179731456,100
2025-08-25T15:03:57.465955,144,5,0.3439484397844913,0
2025-08-25T15:04:08.757235,481,7,0.5642327656611227,100
2025-08-25T15:04:04.323693,349,4,0.21083028578700927,0
